,sdg,relevance,fos_ids,fos_names,publication
0,SDG_6,3.0,146278227,Bank,https://marineinfo.org/id/publication/332167
0,SDG_14,5.0,"2985189572, 514101110, 2779621508","Indian ocean, Fishing, Amsterdam albatross",https://marineinfo.org/id/publication/245280
1,SDG_2,4.0,"514101110, 115961737, 2779621508","Fishing, Juvenile, Amsterdam albatross",https://marineinfo.org/id/publication/245280
2,SDG_15,3.0,"24518262, 155461473","Threatened species, Critically endangered",https://marineinfo.org/id/publication/245280
0,SDG_3,6.0,"186079640, 161153951, 2777346404","Prevalence, Gill, Monogenea",https://marineinfo.org/id/publication/288550
1,SDG_2,4.0,161153951,Gill,https://marineinfo.org/id/publication/288550
2,SDG_14,4.0,161153951,Gill,https://marineinfo.org/id/publication/288550
0,SDG_11,10.0,25197100,Drilling,https://marineinfo.org/id/publication/339951
1,SDG_3,4.0,"95190672, 2908760389, 136948725","Meta-analysis, Left posterior, Soft tissue",https://marineinfo.org/id/publication/339951
2,SDG_7,1.0,61980418,Location,https://marineinfo.org/id/publication/339951
0,SDG_3,4.0,"519853106, 192536144","Reproductive biology, Sexual maturity",https://marineinfo.org/id/publication/367172
1,SDG_2,1.0,192536144,Sexual maturity,https://marineinfo.org/id/publication/367172
0,SDG_15,2.0,"2779043415, 2780267512","Mediterranean sea, Nestedness",https://marineinfo.org/id/publication/332190
1,SDG_2,1.0,2780267512,Nestedness,https://marineinfo.org/id/publication/332190
2,SDG_14,1.0,2984876570,Pacific ocean,https://marineinfo.org/id/publication/332190
0,SDG_14,3.0,"134097258, 130217890, 129513315","Sea surface temperature, Biodiversity, Salinity",https://marineinfo.org/id/publication/332469
1,SDG_2,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/332469
2,SDG_3,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/332469
0,SDG_15,3.0,132124917,Species distribution,https://marineinfo.org/id/publication/331396
0,SDG_2,2.0,2776364969,Oyster,https://marineinfo.org/id/publication/330098
1,SDG_14,2.0,2776364969,Oyster,https://marineinfo.org/id/publication/330098
0,SDG_3,1.0,92028520,SUPERFAMILY,https://marineinfo.org/id/publication/368381
1,SDG_14,1.0,158836135,Zooplankton,https://marineinfo.org/id/publication/368381
0,SDG_3,4.0,"2776962539, 2776575606, 161153951, 523546767","Lagging, Blood plasma, Gill, Bacteria",https://marineinfo.org/id/publication/250508
1,SDG_2,1.0,161153951,Gill,https://marineinfo.org/id/publication/250508
2,SDG_14,1.0,161153951,Gill,https://marineinfo.org/id/publication/250508
0,SDG_14,9.0,"2985189572, 77044568, 2988134249, 2777626579","Indian ocean, Reef, Deep water, Anthozoa",https://marineinfo.org/id/publication/328153
1,SDG_2,1.0,77044568,Reef,https://marineinfo.org/id/publication/328153
2,SDG_13,1.0,77044568,Reef,https://marineinfo.org/id/publication/328153
0,SDG_15,2.0,"53565203, 107394435","Species richness, Quadrat",https://marineinfo.org/id/publication/302819
1,SDG_2,1.0,152382732,Shore,https://marineinfo.org/id/publication/302819
2,SDG_6,1.0,69661492,Transect,https://marineinfo.org/id/publication/302819
0,SDG_3,2.0,"161153951, 2909137948","Gill, Lateral margin",https://marineinfo.org/id/publication/288094
1,SDG_2,1.0,161153951,Gill,https://marineinfo.org/id/publication/288094
2,SDG_9,1.0,169715780,Linea,https://marineinfo.org/id/publication/288094
0,SDG_2,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/348250
1,SDG_3,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/348250
2,SDG_14,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/348250
0,SDG_14,4.0,"79367842, 3019955603","Coral reef, Fish species",https://marineinfo.org/id/publication/316697
1,SDG_2,1.0,3019955603,Fish species,https://marineinfo.org/id/publication/316697
2,SDG_3,1.0,29730261,Toxicity,https://marineinfo.org/id/publication/316697
0,SDG_2,2.0,130217890,Biodiversity,https://marineinfo.org/id/publication/254273
1,SDG_3,2.0,130217890,Biodiversity,https://marineinfo.org/id/publication/254273
2,SDG_14,2.0,130217890,Biodiversity,https://marineinfo.org/id/publication/254273
0,SDG_2,2.0,2776841996,Shrimp,https://marineinfo.org/id/publication/289007
1,SDG_3,2.0,"2779018604, 20706518","Somite, Rostrum",https://marineinfo.org/id/publication/289007
2,SDG_14,2.0,2776841996,Shrimp,https://marineinfo.org/id/publication/289007
0,SDG_14,4.0,"21790881, 2993244835","Deep sea, Marine biodiversity",https://marineinfo.org/id/publication/359896
1,SDG_2,1.0,141732470,DNA barcoding,https://marineinfo.org/id/publication/359896
2,SDG_15,1.0,2780815956,Natura 2000,https://marineinfo.org/id/publication/359896
0,SDG_2,4.0,"77044568, 2779590308, 2780143158","Reef, Acropora, Porites",https://marineinfo.org/id/publication/332133
1,SDG_14,4.0,"77044568, 2779590308, 2780143158","Reef, Acropora, Porites",https://marineinfo.org/id/publication/332133
2,SDG_8,3.0,18918823,Tourism,https://marineinfo.org/id/publication/332133
0,SDG_10,2.0,77357849,Origin,https://marineinfo.org/id/publication/380453
0,SDG_14,5.0,"202041845, 2780495617, 113416529","Fisheries management, Marine life, Marine conservation",https://marineinfo.org/id/publication/355455
1,SDG_2,4.0,"202041845, 60359462, 2993522167, 113416529","Fisheries management, Extinction, Species at risk, Marine conservation",https://marineinfo.org/id/publication/355455
2,SDG_13,4.0,"2780210451, 3018581489","Climate risk, Adaptation strategies",https://marineinfo.org/id/publication/355455
0,SDG_3,1.0,2781197403,Trunk,https://marineinfo.org/id/publication/288262
1,SDG_6,1.0,37037264,Hydrology,https://marineinfo.org/id/publication/288262
0,SDG_13,3.0,"2988944679, 130047971","Global climate, Trace gas",https://marineinfo.org/id/publication/287953
1,SDG_9,1.0,29705727,Polar,https://marineinfo.org/id/publication/287953
2,SDG_14,1.0,2778902744,Diatom,https://marineinfo.org/id/publication/287953
0,SDG_11,2.0,"128570904, 2780049196","Building, Provenance",https://marineinfo.org/id/publication/334209
0,SDG_9,4.0,150903083,Biotechnology,https://marineinfo.org/id/publication/324538
1,SDG_3,3.0,"2910634430, 2779703632, 2780820201","Cosmeceuticals, Anti-inflammatory, Analgesic",https://marineinfo.org/id/publication/324538
0,SDG_14,1.0,2778902744,Diatom,https://marineinfo.org/id/publication/339938
0,SDG_14,4.0,"77044568, 2777626579, 2994382997","Reef, Anthozoa, Coral species",https://marineinfo.org/id/publication/287899
1,SDG_2,3.0,"77044568, 2994382997","Reef, Coral species",https://marineinfo.org/id/publication/287899
2,SDG_13,1.0,77044568,Reef,https://marineinfo.org/id/publication/287899
0,SDG_14,1.0,13474642,Invertebrate,https://marineinfo.org/id/publication/287827
0,SDG_14,12.0,"16989226, 143020374","Environmental change, Coral",https://marineinfo.org/id/publication/345279
1,SDG_2,11.0,143020374,Coral,https://marineinfo.org/id/publication/345279
2,SDG_13,1.0,16989226,Environmental change,https://marineinfo.org/id/publication/345279
0,SDG_2,2.0,"2776998673, 42435023","Carotene, Animal nutrition",https://marineinfo.org/id/publication/391810
1,SDG_7,2.0,"53991642, 541104983","Biofuel, Solar energy",https://marineinfo.org/id/publication/391810
2,SDG_8,1.0,21839126,Green economy,https://marineinfo.org/id/publication/391810
0,SDG_14,2.0,2985189572,Indian ocean,https://marineinfo.org/id/publication/321454
0,SDG_15,6.0,"3018466404, 53565203","Microbial biodiversity, Species richness",https://marineinfo.org/id/publication/390963
1,SDG_2,5.0,3018466404,Microbial biodiversity,https://marineinfo.org/id/publication/390963
2,SDG_3,2.0,523546767,Bacteria,https://marineinfo.org/id/publication/390963
0,SDG_3,4.0,"2777786686, 162521499","Penis, Comparative anatomy",https://marineinfo.org/id/publication/248277
0,SDG_14,1.0,120221134,Gulf Stream,https://marineinfo.org/id/publication/380459
0,SDG_3,3.0,"46762472, 33511622","Peripheral, Morphometrics",https://marineinfo.org/id/publication/347486
0,SDG_3,6.0,"2908647737, 2776802867","Proximal third, Sucker",https://marineinfo.org/id/publication/325012
1,SDG_11,2.0,143392562,Subdivision,https://marineinfo.org/id/publication/325012
0,SDG_3,3.0,"2779256933, 2779987062, 59659247","Castration, Mussel, Reproduction",https://marineinfo.org/id/publication/313882
1,SDG_15,2.0,"179345059, 155461473","Endangered species, Critically endangered",https://marineinfo.org/id/publication/313882
2,SDG_2,1.0,2779987062,Mussel,https://marineinfo.org/id/publication/313882
0,SDG_9,1.0,547195049,Terminology,https://marineinfo.org/id/publication/288609
1,SDG_11,1.0,128570904,Building,https://marineinfo.org/id/publication/288609
0,SDG_15,1.0,53565203,Species richness,https://marineinfo.org/id/publication/369096
0,SDG_3,3.0,112672928,Offspring,https://marineinfo.org/id/publication/303842
1,SDG_11,2.0,128570904,Building,https://marineinfo.org/id/publication/303842
0,SDG_2,2.0,2776841996,Shrimp,https://marineinfo.org/id/publication/288427
1,SDG_14,2.0,2776841996,Shrimp,https://marineinfo.org/id/publication/288427
2,SDG_3,1.0,2777014788,Manus,https://marineinfo.org/id/publication/288427
0,SDG_3,2.0,"2778875491, 2780801906","Pericardium, Auricle",https://marineinfo.org/id/publication/364028
1,SDG_14,1.0,21790881,Deep sea,https://marineinfo.org/id/publication/364028
0,SDG_9,2.0,544778455,Copper,https://marineinfo.org/id/publication/366614
1,SDG_11,1.0,104304963,Durability,https://marineinfo.org/id/publication/366614
0,SDG_15,2.0,2779043415,Mediterranean sea,https://marineinfo.org/id/publication/338610
1,SDG_11,1.0,55958113,Indigenous,https://marineinfo.org/id/publication/338610
0,SDG_6,1.0,105306849,Storm,https://marineinfo.org/id/publication/325412
0,SDG_3,3.0,"158710501, 29738020","Seta, Claw",https://marineinfo.org/id/publication/288156
0,SDG_3,2.0,"2779749349, 2780710800","Body cavity, Caml",https://marineinfo.org/id/publication/287659
1,SDG_14,1.0,21790881,Deep sea,https://marineinfo.org/id/publication/287659
0,SDG_15,3.0,"58941895, 2779043415","Ecosystem services, Mediterranean sea",https://marineinfo.org/id/publication/367408
1,SDG_2,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/367408
2,SDG_3,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/367408
0,SDG_14,14.0,"2780737616, 2986842804, 2778502483, 186699998, 129513315","Conservation status, Black sea, Scallop, Eutrophication, Salinity",https://marineinfo.org/id/publication/360672
1,SDG_2,11.0,"2778502483, 2986842804","Scallop, Black sea",https://marineinfo.org/id/publication/360672
2,SDG_13,1.0,169752599,Recovery,https://marineinfo.org/id/publication/360672
0,SDG_15,5.0,132124917,Species distribution,https://marineinfo.org/id/publication/286353
1,SDG_14,4.0,"151152651, 2776048852, 24061886","Marine ecosystem, Ocean Biogeographic Information System, Overfishing",https://marineinfo.org/id/publication/286353
2,SDG_13,2.0,"3020675398, 2988944679","Future climate, Global climate",https://marineinfo.org/id/publication/286353
0,SDG_9,3.0,33947775,Elongation,https://marineinfo.org/id/publication/290055
1,SDG_14,1.0,21790881,Deep sea,https://marineinfo.org/id/publication/290055
0,SDG_11,1.0,198428699,Environmental degradation,https://marineinfo.org/id/publication/290103
0,SDG_9,1.0,10879293,Factor analysis,https://marineinfo.org/id/publication/348291
0,SDG_2,1.0,2780982499,Abalone,https://marineinfo.org/id/publication/308748
1,SDG_6,1.0,2991930961,Water exchange,https://marineinfo.org/id/publication/308748
2,SDG_11,1.0,128570904,Building,https://marineinfo.org/id/publication/308748
0,SDG_3,5.0,"2776316342, 64710057, 2776752453, 78826203","Vulva, Ovoviviparity, Pharynx, Cuticle",https://marineinfo.org/id/publication/289034
1,SDG_15,1.0,2778830712,Nematode,https://marineinfo.org/id/publication/289034
0,SDG_15,1.0,2779043415,Mediterranean sea,https://marineinfo.org/id/publication/350962
0,SDG_2,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/135238
1,SDG_3,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/135238
2,SDG_14,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/135238
0,SDG_2,1.0,152382732,Shore,https://marineinfo.org/id/publication/290905
0,SDG_14,3.0,"86909935, 110175623","Aquaculture, Broodstock",https://marineinfo.org/id/publication/368226
1,SDG_1,1.0,189326681,Poverty,https://marineinfo.org/id/publication/368226
2,SDG_2,1.0,110175623,Broodstock,https://marineinfo.org/id/publication/368226
0,SDG_7,6.0,"188573790, 423512, 78600449, 3019446223","Renewable energy, Electricity generation, Wind power, Wind resource",https://marineinfo.org/id/publication/318029
1,SDG_12,1.0,2779242930,Global temperature,https://marineinfo.org/id/publication/318029
2,SDG_13,1.0,2779242930,Global temperature,https://marineinfo.org/id/publication/318029
0,SDG_3,9.0,"139770010, 2776636253, 193230392","Internalization, Colchicine, Ingestion",https://marineinfo.org/id/publication/312976
1,SDG_15,3.0,2778830712,Nematode,https://marineinfo.org/id/publication/312976
2,SDG_6,1.0,2816523,Sediment,https://marineinfo.org/id/publication/312976
0,SDG_2,1.0,2908556935,Stock Recovery,https://marineinfo.org/id/publication/345827
1,SDG_14,1.0,2908556935,Stock Recovery,https://marineinfo.org/id/publication/345827
0,SDG_14,6.0,"2776082207, 2780313869, 161153951","Perciformes, Sparidae, Gill",https://marineinfo.org/id/publication/313934
1,SDG_2,4.0,"2776082207, 161153951","Perciformes, Gill",https://marineinfo.org/id/publication/313934
2,SDG_3,2.0,161153951,Gill,https://marineinfo.org/id/publication/313934
0,SDG_3,6.0,2777615928,Raphe,https://marineinfo.org/id/publication/348212
1,SDG_14,1.0,2778902744,Diatom,https://marineinfo.org/id/publication/348212
0,SDG_2,2.0,"141732470, 130217890","DNA barcoding, Biodiversity",https://marineinfo.org/id/publication/287364
1,SDG_11,2.0,55958113,Indigenous,https://marineinfo.org/id/publication/287364
2,SDG_3,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/287364
0,SDG_15,10.0,31262351,Foundation species,https://marineinfo.org/id/publication/345828
1,SDG_2,5.0,130217890,Biodiversity,https://marineinfo.org/id/publication/345828
2,SDG_3,5.0,130217890,Biodiversity,https://marineinfo.org/id/publication/345828
0,SDG_11,1.0,2780049196,Provenance,https://marineinfo.org/id/publication/253418
0,SDG_14,3.0,"2779623515, 86909935, 13474642","Coralline algae, Aquaculture, Invertebrate",https://marineinfo.org/id/publication/368401
1,SDG_2,1.0,2779623515,Coralline algae,https://marineinfo.org/id/publication/368401
0,SDG_9,1.0,166566249,Gain,https://marineinfo.org/id/publication/380489
1,SDG_16,1.0,2780326160,Enlightenment,https://marineinfo.org/id/publication/380489
0,SDG_3,3.0,"2776908312, 2779436081","Sea urchin, Paracentrotus lividus",https://marineinfo.org/id/publication/282340
1,SDG_2,1.0,516717267,Food safety,https://marineinfo.org/id/publication/282340
2,SDG_6,1.0,112570922,Contamination,https://marineinfo.org/id/publication/282340
0,SDG_13,7.0,"501529594, 518008717","Carbon, Arctic",https://marineinfo.org/id/publication/363654
1,SDG_14,7.0,"136894858, 518008717","Sea ice, Arctic",https://marineinfo.org/id/publication/363654
2,SDG_15,3.0,"24717449, 187604713","Primary production, Global biodiversity",https://marineinfo.org/id/publication/363654
0,SDG_15,4.0,"2779043415, 2779485152","Mediterranean sea, Convention on Biological Diversity",https://marineinfo.org/id/publication/284174
1,SDG_2,3.0,"68800169, 130217890","Marine protected area, Biodiversity",https://marineinfo.org/id/publication/284174
2,SDG_14,3.0,"68800169, 130217890","Marine protected area, Biodiversity",https://marineinfo.org/id/publication/284174
0,SDG_15,3.0,"2779043415, 92274894","Mediterranean sea, Sympatry",https://marineinfo.org/id/publication/259955
1,SDG_14,1.0,74501621,Sea level,https://marineinfo.org/id/publication/259955
0,SDG_10,1.0,77357849,Origin,https://marineinfo.org/id/publication/380814
1,SDG_14,1.0,21790881,Deep sea,https://marineinfo.org/id/publication/380814
0,SDG_3,1.0,148318117,Remineralisation,https://marineinfo.org/id/publication/311274
1,SDG_6,1.0,2816523,Sediment,https://marineinfo.org/id/publication/311274
2,SDG_7,1.0,61980418,Location,https://marineinfo.org/id/publication/311274
0,SDG_14,8.0,"134097258, 2984876570","Sea surface temperature, Pacific ocean",https://marineinfo.org/id/publication/357848
1,SDG_13,4.0,134097258,Sea surface temperature,https://marineinfo.org/id/publication/357848
2,SDG_3,1.0,2778086194,Centennial,https://marineinfo.org/id/publication/357848
0,SDG_3,1.0,92028520,SUPERFAMILY,https://marineinfo.org/id/publication/301758
0,SDG_3,3.0,"37291498, 33511622","Ontogeny, Morphometrics",https://marineinfo.org/id/publication/348064
0,SDG_11,6.0,"104304963, 2780401329, 2779892437","Durability, Microplastics, Plastic pollution",https://marineinfo.org/id/publication/287660
1,SDG_2,5.0,"29376679, 113416529","Wildlife, Marine conservation",https://marineinfo.org/id/publication/287660
2,SDG_14,3.0,"2780401329, 113416529","Microplastics, Marine conservation",https://marineinfo.org/id/publication/287660
0,SDG_2,1.0,152382732,Shore,https://marineinfo.org/id/publication/345401
1,SDG_6,1.0,161222754,Silt,https://marineinfo.org/id/publication/345401
0,SDG_11,2.0,199733313,Population density,https://marineinfo.org/id/publication/300494
1,SDG_13,2.0,169752599,Recovery,https://marineinfo.org/id/publication/300494
2,SDG_2,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/300494
0,SDG_3,3.0,"35785553, 29738020","Ambulatory, Claw",https://marineinfo.org/id/publication/300283
0,SDG_3,3.0,2778178740,Aplysia,https://marineinfo.org/id/publication/331183
0,SDG_3,5.0,"186079640, 130217890, 92028520","Prevalence, Biodiversity, SUPERFAMILY",https://marineinfo.org/id/publication/324890
1,SDG_2,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/324890
2,SDG_11,1.0,134387633,Domestication,https://marineinfo.org/id/publication/324890
0,SDG_3,1.0,2777586403,Hook,https://marineinfo.org/id/publication/300656
1,SDG_14,1.0,13474642,Invertebrate,https://marineinfo.org/id/publication/300656
0,SDG_15,4.0,"2778830712, 25147867, 53565203","Nematode, Beta diversity, Species richness",https://marineinfo.org/id/publication/312836
1,SDG_2,2.0,"130217890, 2778597767","Biodiversity, Sucrose",https://marineinfo.org/id/publication/312836
2,SDG_3,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/312836
0,SDG_3,2.0,"2777882243, 2778359929","Small intestine, Trematoda",https://marineinfo.org/id/publication/350987
0,SDG_14,4.0,"134097258, 3019955603","Sea surface temperature, Fish species",https://marineinfo.org/id/publication/312704
1,SDG_13,3.0,134097258,Sea surface temperature,https://marineinfo.org/id/publication/312704
2,SDG_2,1.0,3019955603,Fish species,https://marineinfo.org/id/publication/312704
0,SDG_3,3.0,"2780204834, 2780930470","Botryllus schlosseri, Tunicate",https://marineinfo.org/id/publication/197743
1,SDG_11,3.0,55958113,Indigenous,https://marineinfo.org/id/publication/197743
2,SDG_15,2.0,"2779043415, 132124917","Mediterranean sea, Species distribution",https://marineinfo.org/id/publication/197743
0,SDG_3,3.0,"2777786686, 2778324911, 2781171107","Penis, Ovary, Seminal vesicle",https://marineinfo.org/id/publication/282560
1,SDG_14,1.0,2781279111,Dredging,https://marineinfo.org/id/publication/282560
0,SDG_14,3.0,"2778098436, 129513315","Demersal fish, Salinity",https://marineinfo.org/id/publication/288097
1,SDG_2,2.0,"2778098436, 155373166","Demersal fish, Food chain",https://marineinfo.org/id/publication/288097
2,SDG_6,1.0,2816523,Sediment,https://marineinfo.org/id/publication/288097
0,SDG_3,3.0,"122246415, 158710501, 87555872","Maxilla, Seta, Ultrastructure",https://marineinfo.org/id/publication/350922
0,SDG_14,3.0,"2780737616, 108469399","Conservation status, Plankton",https://marineinfo.org/id/publication/291717
1,SDG_15,2.0,"153427425, 155461473","Biodiversity hotspot, Critically endangered",https://marineinfo.org/id/publication/291717
2,SDG_3,1.0,2777767108,Spinous process,https://marineinfo.org/id/publication/291717
0,SDG_14,7.0,"559758991, 86909935","Algae, Aquaculture",https://marineinfo.org/id/publication/355772
1,SDG_3,3.0,"4733338, 22830521","Lipid metabolism, Feed conversion ratio",https://marineinfo.org/id/publication/355772
2,SDG_1,1.0,3020110719,Poor people,https://marineinfo.org/id/publication/355772
0,SDG_15,2.0,2779043415,Mediterranean sea,https://marineinfo.org/id/publication/310867
1,SDG_7,1.0,61980418,Location,https://marineinfo.org/id/publication/310867
2,SDG_10,1.0,77357849,Origin,https://marineinfo.org/id/publication/310867
0,SDG_14,4.0,"33613203, 130217890","Seabed, Biodiversity",https://marineinfo.org/id/publication/350844
1,SDG_15,4.0,"2779043415, 2778830712","Mediterranean sea, Nematode",https://marineinfo.org/id/publication/350844
2,SDG_2,2.0,130217890,Biodiversity,https://marineinfo.org/id/publication/350844
0,SDG_14,6.0,"16989226, 136894858, 135310875, 129513315, 130217890","Environmental change, Sea ice, Fjord, Salinity, Biodiversity",https://marineinfo.org/id/publication/249767
1,SDG_6,3.0,"64016661, 2816523","Turbidity, Sediment",https://marineinfo.org/id/publication/249767
2,SDG_13,3.0,"16989226, 111761213","Environmental change, Polar amplification",https://marineinfo.org/id/publication/249767
0,SDG_13,1.0,2777774347,Sea level rise,https://marineinfo.org/id/publication/215657
1,SDG_14,1.0,2777774347,Sea level rise,https://marineinfo.org/id/publication/215657
0,SDG_14,1.0,2993244835,Marine biodiversity,https://marineinfo.org/id/publication/340095
0,SDG_15,2.0,2778830712,Nematode,https://marineinfo.org/id/publication/244993
0,SDG_6,1.0,2816523,Sediment,https://marineinfo.org/id/publication/288152
0,SDG_3,2.0,"2778311898, 201997182","Acanthocephala, Intermediate host",https://marineinfo.org/id/publication/300762
0,SDG_14,8.0,"79367842, 117480383, 2780143158","Coral reef, Atoll, Porites",https://marineinfo.org/id/publication/317413
1,SDG_6,4.0,146278227,Bank,https://marineinfo.org/id/publication/317413
2,SDG_2,3.0,"2776191655, 117480383, 2780143158","Ecoregion, Atoll, Porites",https://marineinfo.org/id/publication/317413
0,SDG_3,4.0,"186079640, 33511622, 20706518","Prevalence, Morphometrics, Rostrum",https://marineinfo.org/id/publication/380405
1,SDG_2,1.0,2776841996,Shrimp,https://marineinfo.org/id/publication/380405
2,SDG_14,1.0,2776841996,Shrimp,https://marineinfo.org/id/publication/380405
0,SDG_3,2.0,"2778222283, 2779631027","Heterophyidae, Digenea",https://marineinfo.org/id/publication/328280
0,SDG_2,2.0,"130217890, 2776191655","Biodiversity, Ecoregion",https://marineinfo.org/id/publication/368847
1,SDG_15,2.0,"53565203, 2776191655","Species richness, Ecoregion",https://marineinfo.org/id/publication/368847
2,SDG_3,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/368847
0,SDG_6,4.0,"2780401329, 2816523","Microplastics, Sediment",https://marineinfo.org/id/publication/354824
1,SDG_11,4.0,"2780401329, 82685317","Microplastics, Pollutant",https://marineinfo.org/id/publication/354824
2,SDG_3,3.0,"195289149, 518429986, 29730261","Toxicokinetics, Fertility, Toxicity",https://marineinfo.org/id/publication/354824
0,SDG_6,3.0,8625798,Surface water,https://marineinfo.org/id/publication/288103
1,SDG_14,3.0,"136894858, 135310875","Sea ice, Fjord",https://marineinfo.org/id/publication/288103
2,SDG_3,1.0,2777397205,Saline,https://marineinfo.org/id/publication/288103
0,SDG_2,1.0,113513581,Exclusive economic zone,https://marineinfo.org/id/publication/291570
1,SDG_14,1.0,113513581,Exclusive economic zone,https://marineinfo.org/id/publication/291570
0,SDG_2,4.0,"2986433049, 152382732","Baltic sea, Shore",https://marineinfo.org/id/publication/287698
1,SDG_14,4.0,"2986433049, 108469399","Baltic sea, Plankton",https://marineinfo.org/id/publication/287698
2,SDG_13,1.0,108469399,Plankton,https://marineinfo.org/id/publication/287698
0,SDG_3,3.0,162156334,Dose,https://marineinfo.org/id/publication/287932
0,SDG_2,1.0,514101110,Fishing,https://marineinfo.org/id/publication/348646
1,SDG_14,1.0,514101110,Fishing,https://marineinfo.org/id/publication/348646
0,SDG_14,2.0,"2991714712, 129513315","Aquatic environment, Salinity",https://marineinfo.org/id/publication/348861
1,SDG_15,1.0,105234605,Keystone species,https://marineinfo.org/id/publication/348861
0,SDG_3,1.0,189708586,Systematic review,https://marineinfo.org/id/publication/357869
1,SDG_6,1.0,105306849,Storm,https://marineinfo.org/id/publication/357869
2,SDG_7,1.0,61980418,Location,https://marineinfo.org/id/publication/357869
0,SDG_2,2.0,130217890,Biodiversity,https://marineinfo.org/id/publication/350946
1,SDG_3,2.0,130217890,Biodiversity,https://marineinfo.org/id/publication/350946
2,SDG_14,2.0,130217890,Biodiversity,https://marineinfo.org/id/publication/350946
0,SDG_15,12.0,"153427425, 2779043415, 2776248522","Biodiversity hotspot, Mediterranean sea, Conservation Plan",https://marineinfo.org/id/publication/282430
1,SDG_2,7.0,"2993591741, 2779267909, 113416529","Recreational fishing, Marxan, Marine conservation",https://marineinfo.org/id/publication/282430
2,SDG_14,7.0,"2993591741, 2779267909, 113416529","Recreational fishing, Marxan, Marine conservation",https://marineinfo.org/id/publication/282430
0,SDG_14,8.0,"129513315, 13474642","Salinity, Invertebrate",https://marineinfo.org/id/publication/367433
1,SDG_15,2.0,53565203,Species richness,https://marineinfo.org/id/publication/367433
0,SDG_15,1.0,132124917,Species distribution,https://marineinfo.org/id/publication/302736
0,SDG_14,7.0,"2776840061, 2986433049, 2986842804, 2983223943","Bottlenose dolphin, Baltic sea, Black sea, North sea",https://marineinfo.org/id/publication/292893
1,SDG_2,6.0,"2776840061, 2986433049, 2986842804","Bottlenose dolphin, Baltic sea, Black sea",https://marineinfo.org/id/publication/292893
0,SDG_15,3.0,"132124917, 179345059","Species distribution, Endangered species",https://marineinfo.org/id/publication/316917
1,SDG_13,1.0,134097258,Sea surface temperature,https://marineinfo.org/id/publication/316917
2,SDG_14,1.0,134097258,Sea surface temperature,https://marineinfo.org/id/publication/316917
0,SDG_14,2.0,"130217890, 135310875","Biodiversity, Fjord",https://marineinfo.org/id/publication/364036
1,SDG_2,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/364036
2,SDG_3,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/364036
0,SDG_6,6.0,2816523,Sediment,https://marineinfo.org/id/publication/325307
0,SDG_14,4.0,2778902744,Diatom,https://marineinfo.org/id/publication/364192
1,SDG_9,3.0,2987947686,Satellite data,https://marineinfo.org/id/publication/364192
2,SDG_2,1.0,172427765,Vegetation,https://marineinfo.org/id/publication/364192
0,SDG_14,3.0,2993244835,Marine biodiversity,https://marineinfo.org/id/publication/288441
1,SDG_15,2.0,53565203,Species richness,https://marineinfo.org/id/publication/288441
2,SDG_3,1.0,95190672,Meta-analysis,https://marineinfo.org/id/publication/288441
0,SDG_14,2.0,21790881,Deep sea,https://marineinfo.org/id/publication/221438
0,SDG_2,3.0,161153951,Gill,https://marineinfo.org/id/publication/324773
1,SDG_3,3.0,161153951,Gill,https://marineinfo.org/id/publication/324773
2,SDG_14,3.0,161153951,Gill,https://marineinfo.org/id/publication/324773
0,SDG_2,4.0,"16643866, 2776115401, 68874143","Digestion, Prawn, Mangrove",https://marineinfo.org/id/publication/366806
1,SDG_15,2.0,68874143,Mangrove,https://marineinfo.org/id/publication/366806
2,SDG_3,1.0,16643866,Digestion,https://marineinfo.org/id/publication/366806
0,SDG_2,2.0,152382732,Shore,https://marineinfo.org/id/publication/301756
1,SDG_14,1.0,151152651,Marine ecosystem,https://marineinfo.org/id/publication/301756
0,SDG_3,6.0,"545706735, 2778944004, 2776752453","Nervous system, Caenorhabditis elegans, Pharynx",https://marineinfo.org/id/publication/312812
1,SDG_15,1.0,2778830712,Nematode,https://marineinfo.org/id/publication/312812
0,SDG_3,1.0,2775899829,Globe,https://marineinfo.org/id/publication/306474
1,SDG_10,1.0,77357849,Origin,https://marineinfo.org/id/publication/306474
0,SDG_15,2.0,"2779043415, 132124917","Mediterranean sea, Species distribution",https://marineinfo.org/id/publication/391238
0,SDG_15,2.0,194229684,Values,https://marineinfo.org/id/publication/287710
