,sdg,relevance,fos_ids,fos_names,publication
0,SDG_11,2.0,"55958113, 115051666","Indigenous, Ranging",https://marineinfo.org/id/publication/282529
1,SDG_2,1.0,2779909984,Mytilus,https://marineinfo.org/id/publication/282529
2,SDG_9,1.0,2779900269,Venus,https://marineinfo.org/id/publication/282529
0,SDG_14,5.0,"21790881, 158836135, 2986842804, 3019955603","Deep sea, Zooplankton, Black sea, Fish species",https://marineinfo.org/id/publication/359880
1,SDG_2,3.0,"2986842804, 3019955603","Black sea, Fish species",https://marineinfo.org/id/publication/359880
2,SDG_15,1.0,194229684,Values,https://marineinfo.org/id/publication/359880
0,SDG_6,1.0,2816523,Sediment,https://marineinfo.org/id/publication/367395
1,SDG_12,1.0,77171524,Waste,https://marineinfo.org/id/publication/367395
0,SDG_3,4.0,"162317418, 152724338","Transcriptome, KEGG",https://marineinfo.org/id/publication/288148
1,SDG_2,1.0,77044568,Reef,https://marineinfo.org/id/publication/288148
2,SDG_13,1.0,77044568,Reef,https://marineinfo.org/id/publication/288148
0,SDG_14,2.0,"21790881, 130217890","Deep sea, Biodiversity",https://marineinfo.org/id/publication/362403
1,SDG_2,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/362403
2,SDG_3,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/362403
0,SDG_3,2.0,"109051061, 162317418","Biomonitoring, Transcriptome",https://marineinfo.org/id/publication/323981
0,SDG_3,2.0,89623803,Pandemic,https://marineinfo.org/id/publication/354577
1,SDG_14,1.0,21790881,Deep sea,https://marineinfo.org/id/publication/354577
0,SDG_14,9.0,"130217890, 2778902744","Biodiversity, Diatom",https://marineinfo.org/id/publication/350298
1,SDG_2,2.0,130217890,Biodiversity,https://marineinfo.org/id/publication/350298
2,SDG_3,2.0,130217890,Biodiversity,https://marineinfo.org/id/publication/350298
0,SDG_2,2.0,72958200,Trophic level,https://marineinfo.org/id/publication/302682
1,SDG_15,2.0,53565203,Species richness,https://marineinfo.org/id/publication/302682
2,SDG_3,1.0,77350462,Confounding,https://marineinfo.org/id/publication/302682
0,SDG_14,5.0,"2781352123, 514101110, 13474642","Bottom trawling, Fishing, Invertebrate",https://marineinfo.org/id/publication/354482
1,SDG_2,1.0,514101110,Fishing,https://marineinfo.org/id/publication/354482
2,SDG_15,1.0,2779043415,Mediterranean sea,https://marineinfo.org/id/publication/354482
0,SDG_6,2.0,"130309983, 2816523","Biogeochemistry, Sediment",https://marineinfo.org/id/publication/363551
0,SDG_14,10.0,"130217890, 158836135","Biodiversity, Zooplankton",https://marineinfo.org/id/publication/350905
1,SDG_2,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/350905
2,SDG_3,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/350905
0,SDG_3,4.0,"188126409, 105702510, 2908953109, 37291498","Dentition, Anatomy, Small teeth, Ontogeny",https://marineinfo.org/id/publication/355176
0,SDG_2,9.0,"2779958227, 514101110, 2780982499, 110175623","Hatchery, Fishing, Abalone, Broodstock",https://marineinfo.org/id/publication/348352
1,SDG_14,9.0,"2779958227, 514101110, 2780982499, 110175623","Hatchery, Fishing, Abalone, Broodstock",https://marineinfo.org/id/publication/348352
2,SDG_11,4.0,134387633,Domestication,https://marineinfo.org/id/publication/348352
0,SDG_3,4.0,"529295009, 2909342898, 92028520, 49039625","Epithelium, Dorsolateral, SUPERFAMILY, Secretion",https://marineinfo.org/id/publication/332262
0,SDG_14,3.0,"86909935, 2992957956, 2993629804","Aquaculture, Marine fish, Live feed",https://marineinfo.org/id/publication/310084
1,SDG_2,2.0,"2992957956, 155373166","Marine fish, Food chain",https://marineinfo.org/id/publication/310084
2,SDG_9,1.0,157764524,Throughput,https://marineinfo.org/id/publication/310084
0,SDG_3,1.0,2781255879,Spots,https://marineinfo.org/id/publication/314142
0,SDG_14,6.0,"158836135, 518008717","Zooplankton, Arctic",https://marineinfo.org/id/publication/350865
1,SDG_13,3.0,518008717,Arctic,https://marineinfo.org/id/publication/350865
2,SDG_3,1.0,2779423988,Hexachlorobenzene,https://marineinfo.org/id/publication/350865
0,SDG_14,6.0,"2993244835, 2776048852, 2780495617","Marine biodiversity, Ocean Biogeographic Information System, Marine life",https://marineinfo.org/id/publication/214205
1,SDG_4,1.0,106432739,Education,https://marineinfo.org/id/publication/214205
2,SDG_10,1.0,77357849,Origin,https://marineinfo.org/id/publication/214205
0,SDG_3,8.0,"2777312293, 2910925914, 193419808","Mucus, Monocyte differentiation, Acquired immune system",https://marineinfo.org/id/publication/355208
1,SDG_15,2.0,2779043415,Mediterranean sea,https://marineinfo.org/id/publication/355208
2,SDG_11,1.0,54956558,Modulation,https://marineinfo.org/id/publication/355208
0,SDG_13,1.0,205537798,Extreme weather,https://marineinfo.org/id/publication/286369
0,SDG_14,7.0,"130217890, 151152651, 2986842804","Biodiversity, Marine ecosystem, Black sea",https://marineinfo.org/id/publication/355269
1,SDG_2,6.0,"130217890, 2986842804","Biodiversity, Black sea",https://marineinfo.org/id/publication/355269
2,SDG_3,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/355269
0,SDG_14,1.0,129513315,Salinity,https://marineinfo.org/id/publication/288060
1,SDG_15,1.0,2779043415,Mediterranean sea,https://marineinfo.org/id/publication/288060
0,SDG_15,8.0,187604713,Global biodiversity,https://marineinfo.org/id/publication/332703
1,SDG_11,1.0,16678853,Human settlement,https://marineinfo.org/id/publication/332703
2,SDG_14,1.0,74501621,Sea level,https://marineinfo.org/id/publication/332703
0,SDG_14,16.0,"2779623515, 98083399, 135310875, 2777883778, 113416529, 172269249, 518008717","Coralline algae, Underwater, Fjord, Gadus, Marine conservation, Marine invertebrates, Arctic",https://marineinfo.org/id/publication/368789
1,SDG_2,5.0,"2779623515, 172269249, 113416529","Coralline algae, Marine invertebrates, Marine conservation",https://marineinfo.org/id/publication/368789
2,SDG_6,4.0,2816523,Sediment,https://marineinfo.org/id/publication/368789
0,SDG_11,3.0,"186229450, 201960208","Sovereignty, Geopolitics",https://marineinfo.org/id/publication/317989
1,SDG_14,2.0,"21790881, 74501621","Deep sea, Sea level",https://marineinfo.org/id/publication/317989
2,SDG_16,1.0,201960208,Geopolitics,https://marineinfo.org/id/publication/317989
0,SDG_14,4.0,"130217890, 13474642","Biodiversity, Invertebrate",https://marineinfo.org/id/publication/366099
1,SDG_2,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/366099
2,SDG_3,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/366099
0,SDG_6,3.0,185515318,Loess,https://marineinfo.org/id/publication/348262
1,SDG_2,2.0,125069764,Tundra,https://marineinfo.org/id/publication/348262
2,SDG_13,2.0,"205325660, 518008717","Ice core, Arctic",https://marineinfo.org/id/publication/348262
0,SDG_3,1.0,95190672,Meta-analysis,https://marineinfo.org/id/publication/282344
1,SDG_6,1.0,2777610350,Water Framework Directive,https://marineinfo.org/id/publication/282344
2,SDG_15,1.0,194229684,Values,https://marineinfo.org/id/publication/282344
0,SDG_2,4.0,"130217890, 68874143, 129360787","Biodiversity, Mangrove, Total dissolved solids",https://marineinfo.org/id/publication/367197
1,SDG_6,4.0,"64016661, 2780797713, 129360787","Turbidity, Water quality, Total dissolved solids",https://marineinfo.org/id/publication/367197
2,SDG_14,4.0,"130217890, 129513315, 108469399","Biodiversity, Salinity, Plankton",https://marineinfo.org/id/publication/367197
0,SDG_2,1.0,2992050699,Ice cream,https://marineinfo.org/id/publication/354812
0,SDG_3,3.0,105083479,Sexual dimorphism,https://marineinfo.org/id/publication/354628
1,SDG_7,1.0,61980418,Location,https://marineinfo.org/id/publication/354628
2,SDG_15,1.0,194229684,Values,https://marineinfo.org/id/publication/354628
0,SDG_7,1.0,61980418,Location,https://marineinfo.org/id/publication/368857
0,SDG_2,2.0,"60359462, 172269249","Extinction, Marine invertebrates",https://marineinfo.org/id/publication/287960
1,SDG_14,1.0,172269249,Marine invertebrates,https://marineinfo.org/id/publication/287960
2,SDG_15,1.0,60359462,Extinction,https://marineinfo.org/id/publication/287960
0,SDG_14,6.0,"2993679310, 2779909984, 19829342, 2780495617","Aquaculture industry, Mytilus, Ocean acidification, Marine life",https://marineinfo.org/id/publication/294729
1,SDG_2,2.0,2779909984,Mytilus,https://marineinfo.org/id/publication/294729
2,SDG_3,1.0,2780309369,Calcification,https://marineinfo.org/id/publication/294729
0,SDG_3,2.0,"105083479, 20706518","Sexual dimorphism, Rostrum",https://marineinfo.org/id/publication/282154
0,SDG_15,3.0,2778830712,Nematode,https://marineinfo.org/id/publication/292703
1,SDG_3,1.0,109051061,Biomonitoring,https://marineinfo.org/id/publication/292703
2,SDG_6,1.0,2816523,Sediment,https://marineinfo.org/id/publication/292703
0,SDG_3,4.0,"2779436081, 29730261, 203522944","Paracentrotus lividus, Toxicity, Autophagy",https://marineinfo.org/id/publication/312424
1,SDG_9,2.0,544153396,Metal,https://marineinfo.org/id/publication/312424
2,SDG_11,2.0,"2780492012, 82685317","Marine pollution, Pollutant",https://marineinfo.org/id/publication/312424
0,SDG_3,2.0,166516326,Gubernaculum,https://marineinfo.org/id/publication/312894
1,SDG_6,1.0,76177295,Groundwater,https://marineinfo.org/id/publication/312894
0,SDG_14,27.0,"134097258, 2991761137, 103474955, 2983338891","Sea surface temperature, Coral cover, Coral bleaching, Great barrier reef",https://marineinfo.org/id/publication/348321
1,SDG_2,26.0,"2991761137, 103474955, 2983338891","Coral cover, Coral bleaching, Great barrier reef",https://marineinfo.org/id/publication/348321
2,SDG_13,12.0,"134097258, 103474955","Sea surface temperature, Coral bleaching",https://marineinfo.org/id/publication/348321
0,SDG_14,7.0,"16989226, 2993244835, 151152651, 129513315","Environmental change, Marine biodiversity, Marine ecosystem, Salinity",https://marineinfo.org/id/publication/287628
1,SDG_15,4.0,"60359462, 189518720","Extinction, EDGE species",https://marineinfo.org/id/publication/287628
2,SDG_2,1.0,60359462,Extinction,https://marineinfo.org/id/publication/287628
0,SDG_14,9.0,"14429324, 559758991","Mariculture, Algae",https://marineinfo.org/id/publication/367446
1,SDG_13,1.0,509746633,Climate change mitigation,https://marineinfo.org/id/publication/367446
2,SDG_15,1.0,132124917,Species distribution,https://marineinfo.org/id/publication/367446
0,SDG_3,6.0,"186079640, 106358424, 2776460866","Prevalence, Infectivity, Pathogen",https://marineinfo.org/id/publication/243697
1,SDG_13,6.0,"2777774347, 199491958, 2779242930","Sea level rise, Global change, Global temperature",https://marineinfo.org/id/publication/243697
2,SDG_14,6.0,"2777774347, 2993248064, 13474642","Sea level rise, Marine fisheries, Invertebrate",https://marineinfo.org/id/publication/243697
0,SDG_15,1.0,2778830712,Nematode,https://marineinfo.org/id/publication/312863
0,SDG_11,2.0,"128570904, 199033989","Building, Narrative",https://marineinfo.org/id/publication/369469
1,SDG_9,1.0,29705727,Polar,https://marineinfo.org/id/publication/369469
2,SDG_13,1.0,2777774347,Sea level rise,https://marineinfo.org/id/publication/369469
0,SDG_13,4.0,169752599,Recovery,https://marineinfo.org/id/publication/321251
0,SDG_3,1.0,166516326,Gubernaculum,https://marineinfo.org/id/publication/348218
1,SDG_15,1.0,2778830712,Nematode,https://marineinfo.org/id/publication/348218
0,SDG_14,9.0,"129513315, 13474642","Salinity, Invertebrate",https://marineinfo.org/id/publication/363316
1,SDG_3,3.0,2777397205,Saline,https://marineinfo.org/id/publication/363316
2,SDG_16,1.0,2983413640,Public education,https://marineinfo.org/id/publication/363316
0,SDG_14,3.0,"21790881, 2776093933","Deep sea, Sea cucumber",https://marineinfo.org/id/publication/287800
1,SDG_2,1.0,2776093933,Sea cucumber,https://marineinfo.org/id/publication/287800
2,SDG_11,1.0,521259446,Pollution,https://marineinfo.org/id/publication/287800
0,SDG_14,4.0,"21790881, 33613203, 130217890, 143020374","Deep sea, Seabed, Biodiversity, Coral",https://marineinfo.org/id/publication/367195
1,SDG_3,3.0,"130217890, 2778175403","Biodiversity, Starfish",https://marineinfo.org/id/publication/367195
2,SDG_2,2.0,"130217890, 143020374","Biodiversity, Coral",https://marineinfo.org/id/publication/367195
0,SDG_15,11.0,"25147867, 2991934246, 53565203, 2983513313, 180395843","Beta diversity, Water productivity, Species richness, Conservation planning, Rare species",https://marineinfo.org/id/publication/305676
1,SDG_2,7.0,"77044568, 2991934246, 2983513313","Reef, Water productivity, Conservation planning",https://marineinfo.org/id/publication/305676
2,SDG_7,1.0,61980418,Location,https://marineinfo.org/id/publication/305676
0,SDG_2,1.0,68874143,Mangrove,https://marineinfo.org/id/publication/340071
1,SDG_3,1.0,118494813,Hyaline,https://marineinfo.org/id/publication/340071
2,SDG_14,1.0,84766238,Crustacean,https://marineinfo.org/id/publication/340071
0,SDG_14,4.0,21790881,Deep sea,https://marineinfo.org/id/publication/369198
0,SDG_2,2.0,2779735984,Jellyfish,https://marineinfo.org/id/publication/331325
1,SDG_14,2.0,2779735984,Jellyfish,https://marineinfo.org/id/publication/331325
0,SDG_3,1.0,2777615928,Raphe,https://marineinfo.org/id/publication/313871
1,SDG_14,1.0,2778902744,Diatom,https://marineinfo.org/id/publication/313871
0,SDG_14,17.0,"2985189572, 2993244835, 2781288472, 2994382997","Indian ocean, Marine biodiversity, Coral Triangle, Coral species",https://marineinfo.org/id/publication/322347
1,SDG_2,12.0,"2994382997, 2781288472, 2983513313","Coral species, Coral Triangle, Conservation planning",https://marineinfo.org/id/publication/322347
2,SDG_15,8.0,"53565203, 187604713, 2983513313","Species richness, Global biodiversity, Conservation planning",https://marineinfo.org/id/publication/322347
0,SDG_14,4.0,"2993244835, 143020374","Marine biodiversity, Coral",https://marineinfo.org/id/publication/322347
1,SDG_2,2.0,143020374,Coral,https://marineinfo.org/id/publication/322347
0,SDG_14,2.0,"2984306683, 24061886","Coastal zone, Overfishing",https://marineinfo.org/id/publication/344520
1,SDG_2,1.0,24061886,Overfishing,https://marineinfo.org/id/publication/344520
2,SDG_3,1.0,2781387067,African Renaissance,https://marineinfo.org/id/publication/344520
0,SDG_2,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/333117
1,SDG_3,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/333117
2,SDG_11,1.0,151807755,Ecotourism,https://marineinfo.org/id/publication/333117
0,SDG_14,8.0,"2993244835, 2777981335, 514101110, 113513581","Marine biodiversity, Seabird, Fishing, Exclusive economic zone",https://marineinfo.org/id/publication/284173
1,SDG_2,7.0,"2777981335, 514101110, 113513581","Seabird, Fishing, Exclusive economic zone",https://marineinfo.org/id/publication/284173
2,SDG_12,1.0,2780748813,Sustainable management,https://marineinfo.org/id/publication/284173
0,SDG_2,1.0,141732470,DNA barcoding,https://marineinfo.org/id/publication/367344
1,SDG_14,1.0,2780559241,Seine fishing,https://marineinfo.org/id/publication/367344
2,SDG_15,1.0,2779043415,Mediterranean sea,https://marineinfo.org/id/publication/367344
0,SDG_3,6.0,"2776315533, 501593827, 2777637488, 547475151, 2779607525","Acinetobacter baumannii, Antibiotics, Pseudomonas aeruginosa, Escherichia coli, Methanol",https://marineinfo.org/id/publication/288422
1,SDG_14,2.0,84766238,Crustacean,https://marineinfo.org/id/publication/288422
0,SDG_2,2.0,2779735984,Jellyfish,https://marineinfo.org/id/publication/290852
1,SDG_14,2.0,2779735984,Jellyfish,https://marineinfo.org/id/publication/290852
2,SDG_10,1.0,2780155792,Redevelopment,https://marineinfo.org/id/publication/290852
0,SDG_12,2.0,206588197,Reuse,https://marineinfo.org/id/publication/383136
0,SDG_11,1.0,2776459890,Club,https://marineinfo.org/id/publication/381598
1,SDG_14,1.0,2778902744,Diatom,https://marineinfo.org/id/publication/381598
0,SDG_3,4.0,"2777037550, 68760520, 2776803348","Hypercapnia, Blastomere, Gamete",https://marineinfo.org/id/publication/301426
1,SDG_14,4.0,"33613203, 2986433049, 2908713750","Seabed, Baltic sea, PH decrease",https://marineinfo.org/id/publication/301426
2,SDG_2,2.0,2986433049,Baltic sea,https://marineinfo.org/id/publication/301426
0,SDG_2,6.0,"77044568, 115961737, 2776093933","Reef, Juvenile, Sea cucumber",https://marineinfo.org/id/publication/291075
1,SDG_14,4.0,"77044568, 2776093933","Reef, Sea cucumber",https://marineinfo.org/id/publication/291075
2,SDG_3,3.0,2778514029,Ossicles,https://marineinfo.org/id/publication/291075
0,SDG_3,1.0,81977670,Genetic diversity,https://marineinfo.org/id/publication/287634
0,SDG_3,1.0,59659247,Reproduction,https://marineinfo.org/id/publication/340056
1,SDG_12,1.0,59659247,Reproduction,https://marineinfo.org/id/publication/340056
0,SDG_2,8.0,130217890,Biodiversity,https://marineinfo.org/id/publication/367363
1,SDG_3,8.0,130217890,Biodiversity,https://marineinfo.org/id/publication/367363
2,SDG_14,8.0,130217890,Biodiversity,https://marineinfo.org/id/publication/367363
0,SDG_2,4.0,"130217890, 68874143, 152613627","Biodiversity, Mangrove, Overexploitation",https://marineinfo.org/id/publication/367287
1,SDG_15,4.0,"58941895, 68874143","Ecosystem services, Mangrove",https://marineinfo.org/id/publication/367287
2,SDG_6,3.0,2989017451,Field data,https://marineinfo.org/id/publication/367287
0,SDG_14,12.0,"186699998, 103474955, 77044568","Eutrophication, Coral bleaching, Reef",https://marineinfo.org/id/publication/287829
1,SDG_2,11.0,"103474955, 77044568","Coral bleaching, Reef",https://marineinfo.org/id/publication/287829
2,SDG_13,11.0,"103474955, 77044568","Coral bleaching, Reef",https://marineinfo.org/id/publication/287829
0,SDG_15,8.0,"53565203, 2993745997","Species richness, Boreal zone",https://marineinfo.org/id/publication/348311
1,SDG_2,5.0,2993745997,Boreal zone,https://marineinfo.org/id/publication/348311
2,SDG_13,5.0,518008717,Arctic,https://marineinfo.org/id/publication/348311
0,SDG_2,7.0,"2776841996, 130217890, 68874143","Shrimp, Biodiversity, Mangrove",https://marineinfo.org/id/publication/313001
1,SDG_15,5.0,"2778830712, 68874143","Nematode, Mangrove",https://marineinfo.org/id/publication/313001
2,SDG_14,4.0,"2776841996, 130217890","Shrimp, Biodiversity",https://marineinfo.org/id/publication/313001
0,SDG_3,3.0,"2777586403, 158710501","Hook, Seta",https://marineinfo.org/id/publication/294133
1,SDG_14,1.0,21790881,Deep sea,https://marineinfo.org/id/publication/294133
0,SDG_14,7.0,"2993244835, 158836135","Marine biodiversity, Zooplankton",https://marineinfo.org/id/publication/282383
0,SDG_3,3.0,"60627051, 2777343278","Body shape, Annelid",https://marineinfo.org/id/publication/290091
1,SDG_2,1.0,143020374,Coral,https://marineinfo.org/id/publication/290091
2,SDG_14,1.0,143020374,Coral,https://marineinfo.org/id/publication/290091
0,SDG_14,1.0,84766238,Crustacean,https://marineinfo.org/id/publication/288440
0,SDG_3,1.0,2775899829,Globe,https://marineinfo.org/id/publication/352004
0,SDG_3,3.0,"2777558507, 2909403559, 2776882836","Tergum, Posterior margin, Cornea",https://marineinfo.org/id/publication/348395
1,SDG_14,3.0,"2776841996, 2988134249","Shrimp, Deep water",https://marineinfo.org/id/publication/348395
2,SDG_2,2.0,2776841996,Shrimp,https://marineinfo.org/id/publication/348395
0,SDG_3,1.0,138981284,Cloaca,https://marineinfo.org/id/publication/291047
0,SDG_14,4.0,"21790881, 113513581","Deep sea, Exclusive economic zone",https://marineinfo.org/id/publication/339858
1,SDG_2,1.0,113513581,Exclusive economic zone,https://marineinfo.org/id/publication/339858
0,SDG_10,2.0,77357849,Origin,https://marineinfo.org/id/publication/367415
1,SDG_15,1.0,2779043415,Mediterranean sea,https://marineinfo.org/id/publication/367415
0,SDG_3,5.0,"2781069661, 2776123653","Vulnerability index, Sperm whale",https://marineinfo.org/id/publication/303833
1,SDG_1,2.0,2781069661,Vulnerability index,https://marineinfo.org/id/publication/303833
2,SDG_13,2.0,2992816783,Climate change vulnerability,https://marineinfo.org/id/publication/303833
0,SDG_14,2.0,"2778902744, 129513315","Diatom, Salinity",https://marineinfo.org/id/publication/332857
1,SDG_6,1.0,105306849,Storm,https://marineinfo.org/id/publication/332857
0,SDG_3,5.0,"162317418, 104397665, 6856738, 127716648","Transcriptome, Proteome, Protein expression, Phenotype",https://marineinfo.org/id/publication/381544
1,SDG_11,1.0,2778473898,Repertoire,https://marineinfo.org/id/publication/381544
0,SDG_9,3.0,29705727,Polar,https://marineinfo.org/id/publication/229012
1,SDG_2,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/229012
2,SDG_3,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/229012
0,SDG_3,2.0,"181389837, 136948725","Bioavailability, Soft tissue",https://marineinfo.org/id/publication/367177
1,SDG_6,2.0,112570922,Contamination,https://marineinfo.org/id/publication/367177
2,SDG_2,1.0,2777246098,Condition index,https://marineinfo.org/id/publication/367177
0,SDG_15,4.0,"153427425, 60359462","Biodiversity hotspot, Extinction",https://marineinfo.org/id/publication/355087
1,SDG_10,2.0,77357849,Origin,https://marineinfo.org/id/publication/355087
2,SDG_2,1.0,60359462,Extinction,https://marineinfo.org/id/publication/355087
0,SDG_3,1.0,195475562,Phytochemical,https://marineinfo.org/id/publication/366802
1,SDG_13,1.0,108469399,Plankton,https://marineinfo.org/id/publication/366802
2,SDG_14,1.0,108469399,Plankton,https://marineinfo.org/id/publication/366802
0,SDG_15,7.0,"2778830712, 2992462279","Nematode, Food resources",https://marineinfo.org/id/publication/209925
1,SDG_6,5.0,"130309983, 2816523","Biogeochemistry, Sediment",https://marineinfo.org/id/publication/209925
2,SDG_3,1.0,186079640,Prevalence,https://marineinfo.org/id/publication/209925
0,SDG_15,6.0,53565203,Species richness,https://marineinfo.org/id/publication/380954
1,SDG_6,3.0,2986309107,Water body,https://marineinfo.org/id/publication/380954
2,SDG_9,2.0,29705727,Polar,https://marineinfo.org/id/publication/380954
0,SDG_14,3.0,"2993244835, 143020374, 134037308","Marine biodiversity, Coral, Marine habitats",https://marineinfo.org/id/publication/288435
1,SDG_2,2.0,"143020374, 68874143","Coral, Mangrove",https://marineinfo.org/id/publication/288435
2,SDG_15,1.0,68874143,Mangrove,https://marineinfo.org/id/publication/288435
0,SDG_14,3.0,129513315,Salinity,https://marineinfo.org/id/publication/321850
1,SDG_9,1.0,76444178,Connectivity,https://marineinfo.org/id/publication/321850
2,SDG_13,1.0,501529594,Carbon,https://marineinfo.org/id/publication/321850
0,SDG_3,2.0,"189708586, 2777120189","Systematic review, Triage",https://marineinfo.org/id/publication/339703
1,SDG_12,1.0,189708586,Systematic review,https://marineinfo.org/id/publication/339703
2,SDG_15,1.0,187604713,Global biodiversity,https://marineinfo.org/id/publication/339703
0,SDG_14,8.0,"2776841996, 79367842, 130217890, 13474642","Shrimp, Coral reef, Biodiversity, Invertebrate",https://marineinfo.org/id/publication/321370
1,SDG_2,3.0,"2776841996, 130217890","Shrimp, Biodiversity",https://marineinfo.org/id/publication/321370
2,SDG_3,2.0,130217890,Biodiversity,https://marineinfo.org/id/publication/321370
0,SDG_14,4.0,"134097258, 130217890, 108469399, 13474642","Sea surface temperature, Biodiversity, Plankton, Invertebrate",https://marineinfo.org/id/publication/300485
1,SDG_13,2.0,"134097258, 108469399","Sea surface temperature, Plankton",https://marineinfo.org/id/publication/300485
2,SDG_2,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/300485
0,SDG_14,2.0,"129513315, 518008717","Salinity, Arctic",https://marineinfo.org/id/publication/320000
1,SDG_13,1.0,518008717,Arctic,https://marineinfo.org/id/publication/320000
0,SDG_9,1.0,2777526511,Pace,https://marineinfo.org/id/publication/261541
1,SDG_14,1.0,21790881,Deep sea,https://marineinfo.org/id/publication/261541
0,SDG_14,5.0,"21790881, 130217890, 13474642","Deep sea, Biodiversity, Invertebrate",https://marineinfo.org/id/publication/367432
1,SDG_2,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/367432
2,SDG_3,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/367432
0,SDG_9,1.0,154945302,Artificial intelligence,https://marineinfo.org/id/publication/359893
0,SDG_2,2.0,2776841996,Shrimp,https://marineinfo.org/id/publication/313968
1,SDG_14,2.0,2776841996,Shrimp,https://marineinfo.org/id/publication/313968
0,SDG_11,1.0,70036468,Immigration,https://marineinfo.org/id/publication/282543
0,SDG_9,2.0,98156149,Pressure gradient,https://marineinfo.org/id/publication/282375
1,SDG_6,1.0,2777610350,Water Framework Directive,https://marineinfo.org/id/publication/282375
0,SDG_2,3.0,"2911108994, 2779735984, 51592225","Nutritious food, Jellyfish, Food quality",https://marineinfo.org/id/publication/363799
1,SDG_14,3.0,"120441037, 151152651, 2779735984","Primary energy, Marine ecosystem, Jellyfish",https://marineinfo.org/id/publication/363799
2,SDG_7,1.0,120441037,Primary energy,https://marineinfo.org/id/publication/363799
0,SDG_14,2.0,"130217890, 129513315","Biodiversity, Salinity",https://marineinfo.org/id/publication/366826
1,SDG_2,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/366826
2,SDG_3,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/366826
0,SDG_14,1.0,136894858,Sea ice,https://marineinfo.org/id/publication/323591
1,SDG_15,1.0,194229684,Values,https://marineinfo.org/id/publication/323591
0,SDG_2,2.0,2776082207,Perciformes,https://marineinfo.org/id/publication/351678
1,SDG_14,2.0,2776082207,Perciformes,https://marineinfo.org/id/publication/351678
0,SDG_2,5.0,"2777022838, 201490090, 505870484, 2780040469","Maximum sustainable yield, Stock assessment, Fishery, Catch per unit effort",https://marineinfo.org/id/publication/348310
1,SDG_14,4.0,"2777022838, 505870484, 2780040469","Maximum sustainable yield, Fishery, Catch per unit effort",https://marineinfo.org/id/publication/348310
2,SDG_6,2.0,146278227,Bank,https://marineinfo.org/id/publication/348310
0,SDG_2,2.0,130217890,Biodiversity,https://marineinfo.org/id/publication/325334
1,SDG_3,2.0,130217890,Biodiversity,https://marineinfo.org/id/publication/325334
2,SDG_14,2.0,130217890,Biodiversity,https://marineinfo.org/id/publication/325334
0,SDG_10,1.0,77357849,Origin,https://marineinfo.org/id/publication/287968
1,SDG_14,1.0,2778771466,Fish as food,https://marineinfo.org/id/publication/287968
0,SDG_3,3.0,"2910402527, 30028475","Visual pigments, Opsin",https://marineinfo.org/id/publication/339762
1,SDG_16,1.0,135342440,Scenario,https://marineinfo.org/id/publication/339762
0,SDG_14,6.0,"16989226, 2993244835, 2994246104","Environmental change, Marine biodiversity, Biodiversity conservation",https://marineinfo.org/id/publication/332250
1,SDG_2,2.0,2994246104,Biodiversity conservation,https://marineinfo.org/id/publication/332250
2,SDG_15,2.0,2994246104,Biodiversity conservation,https://marineinfo.org/id/publication/332250
0,SDG_2,1.0,2994246104,Biodiversity conservation,https://marineinfo.org/id/publication/352001
1,SDG_14,1.0,2994246104,Biodiversity conservation,https://marineinfo.org/id/publication/352001
2,SDG_15,1.0,2994246104,Biodiversity conservation,https://marineinfo.org/id/publication/352001
0,SDG_13,3.0,"518008717, 2993190167","Arctic, Extreme heat",https://marineinfo.org/id/publication/338776
1,SDG_14,2.0,518008717,Arctic,https://marineinfo.org/id/publication/338776
2,SDG_3,1.0,2775899829,Globe,https://marineinfo.org/id/publication/338776
0,SDG_2,3.0,141732470,DNA barcoding,https://marineinfo.org/id/publication/287704
1,SDG_3,2.0,"109051061, 52384281","Biomonitoring, Biosafety",https://marineinfo.org/id/publication/287704
0,SDG_15,7.0,"53565203, 64229544, 60359462","Species richness, Habitat destruction, Extinction",https://marineinfo.org/id/publication/317500
1,SDG_14,4.0,2993244835,Marine biodiversity,https://marineinfo.org/id/publication/317500
2,SDG_2,3.0,"60359462, 152613627","Extinction, Overexploitation",https://marineinfo.org/id/publication/317500
0,SDG_2,2.0,2776093933,Sea cucumber,https://marineinfo.org/id/publication/300232
1,SDG_14,2.0,2776093933,Sea cucumber,https://marineinfo.org/id/publication/300232
2,SDG_3,1.0,122246415,Maxilla,https://marineinfo.org/id/publication/300232
